id_time,n_bytes_100610,n_bytes_101,n_bytes_10125,n_bytes_10158,n_bytes_101925,n_bytes_10196,n_bytes_10197,n_bytes_10256,n_bytes_103,n_bytes_1037,n_bytes_sum
77,735.0,0.0,336.0,170366.0,1801.0,1214.0,77103416.0,219332925,1631046792.0,0.0,1927657585.0
78,4414.0,0.0,80.0,99467.0,6909.0,1176.0,18285192.0,114497929,1064149078.0,0.0,1197044245.0
79,2717.0,0.0,328.0,143372.0,11588.0,2023.0,5870703.0,254118384,1274045451.0,0.0,1534194566.0
80,4640.0,0.0,518.0,150800.0,0.0,1933.0,5289182.0,97804762,1729199181.0,0.0,1832451016.0
81,10531.0,0.0,240.0,96782.0,0.0,3032.0,1729895.0,99221330,1124554851.0,0.0,1225616661.0
82,15203.0,0.0,516.0,67424.0,0.0,3284.0,2587879.0,246152713,2796434057.0,0.0,3045261076.0
83,31034.0,0.0,484.0,65814.0,0.0,3345.0,3109000.0,180360033,634836384.0,0.0,818406094.0
84,8575.0,0.0,404.0,108236.0,0.0,2111.0,5008293.0,147011061,820139477.0,0.0,972278157.0
85,13495.0,0.0,156.0,128966.0,0.0,0.0,1740547.0,373936832,828816770.0,0.0,1204636766.0
86,2983.0,0.0,0.0,108787.0,0.0,2461.0,1046781.0,83339021,1042173270.0,0.0,1126673303.0
87,12119.0,0.0,943.0,168432.0,0.0,1965.0,12799191.0,192742879,1157719252.0,0.0,1363444781.0
88,11256.0,0.0,0.0,68690.0,0.0,1392.0,684449.0,164981984,599805223.0,0.0,765552994.0
89,9658.0,0.0,609.0,89262.0,0.0,1288.0,120739.0,172269209,731055564.0,0.0,903546329.0
90,9261.0,0.0,152.0,143977.0,0.0,1547.0,1367748.0,338420382,440787448.0,0.0,780730515.0
91,11185.0,0.0,2592.0,67882.0,0.0,2154.0,267053.0,379147453,885875018.0,0.0,1265373337.0
92,11383.0,0.0,244.0,82613.0,0.0,1500.0,132157.0,806831492,580951617.0,0.0,1388011006.0
93,10792.0,0.0,404.0,127606.0,0.0,1204.0,75236.0,198766489,804858147.0,0.0,1003839878.0
94,5132.0,0.0,2533.0,101996.0,0.0,2056.0,109767.0,683657381,365189192.0,0.0,1049068057.0
95,9079.0,0.0,196.0,69591.0,0.0,2894.0,1647922.0,414479253,857118683.0,0.0,1273327618.0
96,23903.0,0.0,0.0,319844.0,0.0,1372.0,1429000.0,324676326,280163230.0,0.0,606613675.0
97,7010.0,0.0,280.0,135236.0,0.0,1431.0,309772.0,377776239,572609391.0,0.0,950839359.0
98,11929.0,0.0,192.0,129618.0,0.0,8378.0,646952.0,190419361,374917594.0,0.0,566134024.0
99,11742.0,0.0,200.0,83574.0,0.0,1478.0,1221789.0,159317109,517119294.0,0.0,677755186.0
100,4423.0,0.0,148.0,99916.0,0.0,1163.0,2474956.0,275468448,1047356894.0,0.0,1325405948.0
101,11007.0,0.0,382.0,98978.0,0.0,1333.0,118557.0,383622620,1201263518.0,0.0,1585116395.0
102,2758.0,0.0,0.0,81860.0,0.0,1409.0,148240.0,451803376,612882029.0,0.0,1064919672.0
103,866.0,0.0,0.0,107572.0,0.0,1512.0,605484.0,282645320,510995825.0,0.0,794356579.0
104,1386.0,0.0,0.0,98151.0,0.0,4628.0,255151.0,472998185,495027159.0,0.0,968384660.0
105,343.0,0.0,208.0,154549.0,0.0,1064.0,271237.0,710553731,506107487.0,0.0,1217088619.0
106,0.0,0.0,204.0,82236.0,0.0,1083.0,23274.0,407655445,472326880.0,0.0,880089122.0
107,1030.0,0.0,184.0,161173.0,0.0,1450.0,92838.0,272081195,559901098.0,0.0,832238968.0
108,582.0,0.0,183.0,227330.0,0.0,1099.0,393709.0,72772701,336383829.0,0.0,409779433.0
109,540.0,0.0,754.0,126653.0,0.0,1571.0,18090754.0,287677302,453366617.0,0.0,759264191.0
110,240.0,0.0,0.0,210019.0,0.0,1176.0,253608.0,360461468,489692613.0,0.0,850619124.0
111,18372.0,0.0,366.0,120615.0,0.0,1330.0,24959.0,411875781,360771210.0,0.0,772812633.0
112,7589.0,0.0,474.0,90835.0,0.0,1731.0,197736.0,528787265,314288762.0,0.0,843374392.0
113,4898.0,0.0,124.0,142246.0,0.0,2735.0,274871.0,165041521,499832563.0,0.0,665298958.0
114,12964.0,0.0,334.0,112240.0,0.0,1580.0,227128.0,127137908,830874768.0,0.0,958366922.0
115,7587.0,0.0,304.0,103358.0,0.0,1531.0,86888.0,63098087,598194726.0,0.0,661492481.0
116,5000.0,0.0,72.0,108740.0,0.0,995.0,401551.0,213344694,1220470147.0,0.0,1434331199.0
117,418.0,0.0,410.0,84185.0,0.0,1391.0,1202735.0,76662247,386653447.0,0.0,464604833.0
118,4862.0,0.0,236.0,145813.0,0.0,1909.0,55215.0,60633127,332045245.0,0.0,392886407.0
119,25442.0,0.0,184.0,151812.0,0.0,2674.0,119335.0,94873550,385911057.0,0.0,481084054.0
120,6393.0,0.0,373.0,93497.0,0.0,1488.0,462511.0,87887579,276781137.0,0.0,365232978.0
121,4652.0,0.0,269.0,388772.0,0.0,2662.0,21723.0,152331374,313183589.0,0.0,465933041.0
122,200.0,0.0,372.0,111530.0,0.0,1491.0,73572.0,9679321,309037984.0,0.0,318904470.0
123,15819.0,0.0,348.0,150096.0,0.0,2046.0,214915.0,33522884,348604233.0,0.0,382510341.0
124,2715.0,0.0,492.0,133475.0,0.0,1656.0,243633.0,37903548,173139431.0,0.0,211424950.0
125,7521.0,0.0,699.0,55969.0,0.0,2937.0,284563.0,14995273,272397522.0,0.0,287744484.0
126,384.0,0.0,576.0,95030.0,0.0,1780.0,72682.0,1771942,109411248.0,0.0,111353642.0
127,461.0,0.0,524.0,104505.0,0.0,2469.0,179874.0,48414188,190926108.0,0.0,239628129.0
128,670.0,0.0,332.0,27144055.0,0.0,2543.0,234876.0,1472012,524074477.0,0.0,552928965.0
129,2471.0,0.0,200.0,73979.0,0.0,1015.0,56029.0,10627213,273252405.0,0.0,284013312.0
130,6927.0,0.0,344.0,125141.0,0.0,1747.0,345495.0,8212308,269205153.0,0.0,277897115.0
131,22130.0,0.0,304.0,122021.0,0.0,1495.0,53591.0,4688473,385850235.0,0.0,390738249.0
132,15927.0,0.0,524.0,208799.0,0.0,2646.0,323115.0,13200988,358547819.0,0.0,372299818.0
133,14521.0,0.0,1057.0,121311.0,0.0,2520.0,223176.0,3741362,373810873.0,0.0,377914820.0
134,20466.0,0.0,267.0,100986.0,0.0,8279.0,92227.0,1170007,114287854.0,0.0,115680086.0
135,23270.0,0.0,164.0,108007.0,0.0,1677.0,278658.0,1045605,243533112.0,0.0,244990493.0
136,19980.0,0.0,488.0,97016.0,0.0,1576.0,28174675.0,1808710,50424136.0,0.0,80526581.0
137,6888.0,0.0,2556.0,109715.0,0.0,2686.0,260653.0,1186345,57063094.0,0.0,58631937.0
138,13684.0,0.0,624.0,102207.0,0.0,2928.0,87418.0,72816543,39394853.0,711.0,112418968.0
139,21532.0,0.0,648.0,77686.0,0.0,1808.0,377866.0,1277801,26288522.0,0.0,28045863.0
140,11511.0,0.0,2720.0,128238.0,0.0,2331.0,72416.0,1531205,55597309.0,0.0,57345730.0
141,15832.0,0.0,304.0,169010.0,0.0,2644.0,319952.0,1004994,25489351.0,0.0,27002087.0
142,11899.0,0.0,0.0,133757.0,0.0,2228.0,103618.0,1819979,36826196.0,0.0,38897677.0
143,10260.0,0.0,0.0,107937.0,0.0,2163.0,38391.0,914119,97818861.0,0.0,98891731.0
144,14146.0,0.0,268.0,150437.0,0.0,3314.0,445019.0,30914790,93751424.0,0.0,125279398.0
145,6888.0,0.0,248.0,158509.0,0.0,1895.0,26316.0,40332464,169910110.0,0.0,210436430.0
146,6785.0,0.0,428.0,190446.0,0.0,2076.0,272309.0,479158,117522327.0,292.0,118473821.0
147,9484.0,0.0,300.0,184230.0,0.0,1640.0,427364.0,4631246,6270349.0,0.0,11524613.0
148,2901.0,0.0,208.0,111183.0,0.0,1504.0,79485.0,11047657,33176004.0,0.0,44418942.0
149,12787.0,0.0,168.0,104859.0,0.0,1551.0,222129.0,635535,10248841.0,487.0,11226357.0
150,14911.0,0.0,172.0,128427.0,0.0,1761.0,390642.0,3237787,154938649.0,0.0,158712349.0
151,11109.0,0.0,388.0,63968.0,0.0,1655.0,86468.0,53021970,71328466.0,0.0,124514024.0
152,6689.0,0.0,264.0,71986.0,0.0,1232.0,30637.0,7417352,26213816.0,0.0,33741976.0
153,9869.0,0.0,728.0,85976.0,0.0,2125.0,429560.0,874451,13752481.0,0.0,15155190.0
154,6544.0,0.0,464.0,150137.0,0.0,3542.0,138122.0,4565368,120652377.0,0.0,125516554.0
155,5401.0,0.0,748.0,93641.0,0.0,1084.0,3126723.0,3439473,168902445.0,0.0,175569515.0
156,2621.0,0.0,276.0,51719.0,0.0,1949.0,317394.0,6247364,61062233.0,0.0,67683556.0
157,5259.0,0.0,188.0,90150.0,0.0,2016.0,172517.0,76971573,23896078.0,0.0,101137781.0
158,1034.0,0.0,329.0,112746.0,0.0,1896.0,233370.0,76017643,230609783.0,0.0,306976801.0
159,9508.0,0.0,352.0,118895.0,0.0,1718.0,304120.0,71168243,391513151.0,0.0,463115987.0
160,285.0,0.0,580.0,128452.0,0.0,994.0,173702.0,158731354,190569889.0,0.0,349605256.0
161,1396.0,0.0,736.0,104465.0,0.0,1668.0,206707.0,56071552,307772587.0,0.0,364159111.0
162,7446.0,0.0,416.0,177148.0,0.0,1116.0,124592.0,95575881,492579809.0,0.0,588466408.0
163,3255.0,0.0,604.0,61181.0,0.0,1359.0,40524.0,27318731,361561171.0,0.0,388986825.0
164,0.0,176066.0,148.0,61013.0,0.0,1487.0,193991.0,33461199,525614723.0,0.0,559508627.0
165,7022.0,44648.0,376.0,110785.0,0.0,1282.0,174815.0,117078466,344534085.0,0.0,461951479.0
166,4297.0,0.0,416.0,61393.0,0.0,1801.0,108644.0,27740838,889917582.0,0.0,917834971.0
167,780.0,1956.0,584.0,93960.0,89455.0,1268.0,128661.0,16728893,1053987492.0,0.0,1071033049.0
168,3112.0,0.0,108.0,152624.0,636340.0,1326.0,2426759.0,119423871,1294948421.0,0.0,1417592561.0
169,12481.0,0.0,288.0,90568.0,78190.0,1759.0,37493237.0,128368510,881039770.0,0.0,1047084803.0
170,7538.0,13136.0,264.0,123834.0,44201.0,1707.0,17265650.0,74903728,1267319861.0,0.0,1359679919.0
171,500.0,1844.0,448.0,59506.0,536244.0,1862.0,1092207.0,79493520,895972853.0,0.0,977158984.0
172,634.0,45647.0,3344.0,92045.0,179853.0,2408.0,13125871.0,79040827,872661913.0,0.0,965152542.0
173,1256.0,0.0,680.0,95971.0,2214894.0,1316.0,3802290.0,24346366,1015641521.0,0.0,1046104294.0
174,0.0,0.0,468.0,87659.0,1530456.0,1000.0,17644966.0,256447364,1095646807.0,0.0,1371358720.0
175,9511.0,0.0,116.0,195892.0,209457.0,1087.0,25140618.0,17456927,1530209714.0,0.0,1573223322.0
176,2662.0,160.0,424.0,144952.0,56340.0,1304.0,307451379.0,49102510,1114456594.0,0.0,1471216325.0
177,5120.0,0.0,0.0,172718.0,53760.0,892.0,59614159.0,16440134,2775242318.0,0.0,2851529101.0
178,2832.0,0.0,440.0,96600.0,3239.0,916.0,18309922.0,29948692,2572700143.0,0.0,2621062784.0
179,987.0,13602.0,188.0,114841.0,0.0,1176.0,20116003.0,36083668,1841813199.0,0.0,1898143664.0
180,6082.0,95851.0,603.0,92617.0,292939.0,2129.0,35720634.0,52351074,1925121112.0,0.0,2013683041.0
181,3790.0,19221.0,178.0,79259.0,180173.0,2238.0,24016758.0,81507107,1388347961.0,0.0,1494156685.0
182,738.0,49547.0,374.0,100233.0,321347.0,1060.0,7866838.0,124066448,1727349869.0,0.0,1859756454.0
183,380.0,21609.0,224.0,104685.0,30110.0,1378.0,20250518.0,811402350,1793319826.0,0.0,2625131080.0
184,1306.0,32316.0,524.0,64277.0,0.0,796.0,22123953.0,113347437,1613330635.0,0.0,1748901244.0
185,1544.0,5620.0,2784.0,64681.0,117408.0,968.0,23360517.0,85055375,3638365712.0,0.0,3746974609.0
186,10746.0,39864.0,116.0,77254.0,368009.0,1292.0,96190039.0,669718843,2046984074.0,0.0,2813390237.0
187,5108.0,1292.0,626.0,65587.0,53505.0,1292.0,8035146.0,1374886583,2619762527.0,0.0,4002811666.0
188,208.0,53841.0,992.0,131013.0,20434.0,1767.0,6227185.0,347035387,2329471000.0,723.0,2682942550.0
189,7548.0,5757.0,164.0,55781.0,2822271.0,2051.0,8151300.0,174269131,3963196435.0,0.0,4148510438.0
190,6689.0,0.0,243.0,75235.0,44096.0,1223.0,12383177.0,68849639,1990579971.0,0.0,2071940273.0
191,11113.0,0.0,408.0,79719.0,0.0,944.0,7580045.0,49648075,1556745425.0,0.0,1614065729.0
192,7936.0,50649.0,328.0,54210.0,35572.0,1392.0,90858370.0,138462836,1689123715.0,0.0,1918595008.0
193,19581.0,49794.0,76.0,106208.0,901018.0,3468.0,8840516.0,130394304,2258668029.0,0.0,2398982994.0
194,2181.0,12652.0,292.0,131055.0,1554045.0,1172.0,2377949.0,31872599,1077407982.0,0.0,1113359927.0
195,4187.0,57378.0,148.0,54528.0,128562.0,1007.0,6387596.0,354499467,1567288674.0,0.0,1928421547.0
196,17597.0,191454030.0,488.0,87978.0,1069012.0,1044.0,3719384.0,1642338333,2268770009.0,0.0,4107457875.0
197,4663.0,585083.0,184.0,92926.0,410803.0,1111.0,10868205.0,139015948,1100956279.0,0.0,1251935202.0
198,5355.0,0.0,666.0,244313.0,8106.0,1072.0,2481041.0,387173404,1392862405.0,0.0,1782776362.0
199,15046.0,0.0,364.0,109909.0,20858.0,1248.0,15142662.0,197685014,1884640396.0,0.0,2097615497.0
200,22920.0,67432.0,0.0,72103.0,452648.0,1056.0,6602035.0,2111406073,2125325441.0,0.0,4243949708.0
201,9663.0,186190.0,572.0,87175.0,652706.0,1058.0,9174761.0,1422939244,1889680287.0,0.0,3322731656.0
202,17998.0,32779.0,329.0,104072.0,301178.0,824.0,248888079.0,1055512343,1716422811.0,0.0,3021280413.0
203,19628.0,480301.0,532.0,61099.0,1137417.0,1035.0,11207587.0,993682291,1584491045.0,0.0,2591080935.0
204,2678.0,355168.0,356.0,228275.0,342424.0,724.0,3511172.0,93741676,1361351062.0,0.0,1459533535.0
205,120.0,125713.0,2780.0,138318.0,74797.0,1264.0,332842934.0,173915062,1586013233.0,0.0,2093114221.0
206,460.0,82184.0,256.0,112795.0,113493.0,1060.0,249691846.0,66767641,1806917363.0,0.0,2123687098.0
207,795.0,116619.0,304.0,105852.0,383020.0,811.0,6519812.0,97968695,1864889546.0,0.0,1969985454.0
208,1209.0,349254.0,340.0,100709.0,1212966.0,2087.0,6136499.0,92266572,1353257922.0,0.0,1453327558.0
209,658.0,390867.0,728.0,195824.0,16408.0,1076.0,10554706.0,126460646,1303764819.0,0.0,1441385732.0
210,4778.0,63881.0,2980.0,132954.0,29668.0,2330.0,38607112.0,82455037,1801094277.0,0.0,1922393017.0
211,4778.0,21198.0,418.0,86633.0,78886.0,2200.0,5971839.0,171059384,1823225533.0,0.0,2000450869.0
212,9021.0,0.0,448.0,61554.0,461243.0,7741.0,2256060.0,1503930787,1289054689.0,0.0,2795781543.0
213,16170.0,0.0,516.0,94715.0,133029.0,1052.0,5592767.0,1198391021,5445420330.0,0.0,6649649600.0
214,14839.0,0.0,228.0,61202.0,407129.0,816.0,9440438.0,353292912,4643512302.0,0.0,5006729866.0
215,5360.0,0.0,2968.0,75772.0,12047095.0,1316.0,5647175.0,542739938,722542439.0,0.0,1283062063.0
216,2349.0,0.0,564.0,105742.0,73644.0,728.0,6074879.0,95445836,1749682205.0,0.0,1851385947.0
217,1830.0,0.0,270.0,78242.0,204289.0,1252.0,106572132.0,173924883,1810464463.0,0.0,2091247361.0
218,11263.0,0.0,276.0,60982.0,719825.0,1551.0,89766951.0,61506644,2196765229.0,0.0,2348832721.0
219,665.0,0.0,480.0,63164.0,1964.0,1618.0,87989887.0,523856631,1016793295.0,0.0,1628707704.0
220,3365.0,0.0,448.0,78694.0,0.0,1823.0,3890957.0,114726761,1396580885.0,0.0,1515282933.0
221,17287.0,0.0,192.0,109714.0,0.0,1060.0,4594123.0,116655079,1917521308.0,0.0,2038898763.0
222,2544.0,0.0,376.0,134373.0,0.0,1318.0,109255049.0,101626996,762563509.0,0.0,973584165.0
223,1497.0,0.0,276.0,72834.0,0.0,2095.0,2204543.0,268504585,1654862922.0,0.0,1925648752.0
224,796.0,0.0,408.0,51828.0,0.0,1696.0,22434403.0,176191224,1396987439.0,0.0,1595667794.0
225,188.0,0.0,460.0,78493.0,0.0,1896.0,78261580.0,366122454,904583842.0,0.0,1349048913.0
226,3823.0,0.0,784.0,87267.0,0.0,1839.0,2197967.0,272419115,934993281.0,0.0,1209704076.0
227,185.0,0.0,472.0,75871.0,0.0,2254.0,1642578.0,274884122,1986919087.0,0.0,2263524569.0
228,6892.0,0.0,404.0,94643.0,0.0,1806.0,2289974.0,405489105,1211137034.0,0.0,1619019858.0
229,1108.0,0.0,616.0,97528.0,0.0,1931.0,976092.0,405413399,703558800.0,0.0,1110049474.0
230,2309.0,0.0,152.0,151633.0,0.0,2349.0,994522.0,292049570,757519446.0,0.0,1050719981.0
231,520.0,0.0,352.0,135564.0,0.0,1064.0,2095419.0,132598733,1106861824.0,0.0,1241693476.0
232,2693.0,0.0,120.0,92182.0,0.0,1151.0,390896.0,241806058,706503835.0,0.0,948796935.0
233,575.0,0.0,440.0,151205.0,0.0,967.0,307924.0,294020020,992100448.0,0.0,1286581579.0
234,539.0,0.0,256.0,165080.0,0.0,2117.0,130822.0,394828747,519381843.0,0.0,914509404.0
235,2898.0,0.0,796.0,168581.0,0.0,1696.0,2420768.0,591792501,614788594.0,0.0,1209175834.0
236,436.0,0.0,224.0,116994.0,0.0,1763.0,423901.0,425655495,665625581.0,0.0,1091824394.0
237,822.0,0.0,708.0,169416.0,0.0,1030.0,176022.0,158502940,704034155.0,0.0,862885093.0
238,2270.0,0.0,332.0,157087.0,0.0,3836.0,1366880.0,357345854,482566769.0,0.0,841443028.0
239,932.0,0.0,460.0,125793.0,0.0,1224.0,201911.0,225849207,517252891.0,0.0,743432418.0
240,3574.0,0.0,532.0,112491.0,0.0,1384.0,499229.0,322083463,589532045.0,0.0,912232718.0
241,4276.0,0.0,188.0,155928.0,0.0,2590.0,2513505.0,828492937,459449709.0,0.0,1290619133.0
242,900.0,0.0,572.0,200656.0,0.0,1328.0,11436901.0,840474609,719301814.0,0.0,1571416780.0
243,631.0,0.0,192.0,221698.0,0.0,1416.0,1325606.0,285623672,546816109.0,0.0,833989324.0
244,9998.0,0.0,284.0,227338.0,0.0,1575.0,1266727.0,263361351,388868775.0,0.0,653736048.0
